filename,area,predict,estimated_error,exe_time,error,error_rel
147.jpg,20.623,20.40252685546875,14.087915943123408,17.734375,0.2204731445312511,1.0690643676053488
148.jpg,20.623,20.58258056640625,11.383981110519422,18.015625,0.04041943359375111,0.19599201665010477
149.jpg,20.623,21.6156005859375,14.821224737787468,16.84375,-0.9926005859374989,4.8130756239998975
150.jpg,20.623,21.70257568359375,12.480182459125839,17.5625,-1.079575683593749,5.234813963020651
151.jpg,20.623,20.51239013671875,12.80042244371176,17.53125,0.11060986328125111,0.5363422551580813
152.jpg,20.623,20.40863037109375,13.331471266525481,17.84375,0.2143696289062511,1.0394686946916118
153.jpg,20.623,20.52001953125,12.457034609462541,17.421875,0.10298046875000111,0.49934766401590996
154.jpg,20.623,20.4833984375,11.40529869803174,16.890625,0.1396015625000011,0.6769217014983324
4.jpg,22.713,24.314895629882812,13.19795290633907,8.828125,-1.6018956298828115,7.052769910988471
161.jpg,33.924,35.650634765625,19.06387354557625,5.5625,-1.7266347656250005,5.089714554961091
160.jpg,33.924,33.2149658203125,19.233094252006456,6.90625,0.7090341796874995,2.090066559625927
159.jpg,33.924,33.268798828125,18.373475954403663,7.125,0.6552011718749995,1.9313794713919337
162.jpg,33.924,35.684967041015625,16.491670523967827,6.4375,-1.7609670410156255,5.190918055110322
157.jpg,33.924,35.726165771484375,18.674724395996165,6.1875,-1.8021657714843755,5.312362255289398
156.jpg,33.924,35.70899963378906,19.405284503404875,5.625,-1.784999633789063,5.261760505214784
155.jpg,33.924,35.712432861328125,16.60741986624272,5.421875,-1.7884328613281255,5.271880855229706
158.jpg,33.924,35.74333190917969,17.753384388317492,6.0,-1.819331909179688,5.362964005364014
170.jpg,36.583,38.890625,3.08643905113084,4.6875,-2.3076250000000016,6.307916245250531
168.jpg,36.583,37.813568115234375,18.11895627044727,6.3125,-1.2305681152343766,3.3637703721246934
167.jpg,36.583,37.82386779785156,17.066754913719052,6.171875,-1.240867797851564,3.3919246585888643
169.jpg,36.583,39.0234375,1.959275893143834,5.015625,-2.4404375000000016,6.670960555449257
165.jpg,36.583,39.0078125,4.183939065423607,4.859375,-2.4248125000000016,6.6282494601317605
164.jpg,36.583,39.06640625,3.3395231109248136,5.21875,-2.4834062500000016,6.788416067572374
163.jpg,36.583,38.96875,1.8717792704994172,5.09375,-2.3857500000000016,6.521471721838017
166.jpg,36.583,38.9296875,3.3115343632535916,5.109375,-2.3466875000000016,6.414693983544274
171.jpg,37.823,37.63525390625,20.173292804293062,6.984375,0.1877460937500004,0.49638075707902707
172.jpg,37.823,37.5814208984375,19.8473831735697,7.3125,0.2415791015625004,0.6387095195053285
173.jpg,37.823,37.61431884765625,17.202861107113126,7.171875,0.2086811523437504,0.551730831355922
174.jpg,37.823,35.38798522949219,19.691538535052782,8.84375,2.435014770507813,6.437920763841612
175.jpg,37.823,37.53057861328125,18.663838765546465,6.921875,0.2924213867187504,0.7731311284635021
176.jpg,37.823,35.426666259765625,19.89746450358706,8.84375,2.3963337402343754,6.3356522228125085
178.jpg,37.823,37.59039306640625,17.994663708982383,7.0625,0.2326069335937504,0.6149880591009449
177.jpg,37.823,37.57244873046875,21.15440512301173,7.1875,0.2505512695312504,0.6624309799097121
179.jpg,38.342,39.0703125,0.873177265512621,5.125,-0.7283125000000013,1.8995161963382226
180.jpg,38.342,38.7890625,2.8957408794823816,4.953125,-0.44706250000000125,1.1659863856867176
182.jpg,38.342,37.84446716308594,18.2160338837525,6.09375,0.49753283691406125,1.2976183738825864
183.jpg,38.342,37.8753662109375,17.780617638090447,5.828125,0.46663378906249875,1.2170303819897208
184.jpg,38.342,38.94140625,5.07584416800786,4.953125,-0.5994062500000013,1.5633150331229493
185.jpg,38.342,38.87890625,6.382862320685552,4.765625,-0.5369062500000013,1.400308408533726
186.jpg,38.342,38.93359375,4.587513597206205,4.90625,-0.5915937500000013,1.5429392050492965
181.jpg,38.342,39.0,5.164803365095932,4.796875,-0.6580000000000013,1.716133743675346
194.jpg,43.564,45.17784118652344,21.896150993340676,6.359375,-1.6138411865234374,3.7045293970329576
193.jpg,43.564,45.119476318359375,24.44594532430762,6.34375,-1.555476318359375,3.5705543989518294
192.jpg,43.564,45.37994384765625,31.649732231971157,6.703125,-1.81594384765625,4.168450664898195
191.jpg,43.564,45.14350891113281,21.76906292560653,6.1875,-1.5795089111328124,3.6257205746322936
189.jpg,43.564,45.09544372558594,24.203503238940222,6.28125,-1.5314437255859374,3.515388223271365
188.jpg,43.564,45.174407958984375,24.017347671632592,6.21875,-1.610407958984375,3.6966485147928907
187.jpg,43.564,45.18470764160156,25.919063967411844,5.78125,-1.6207076416015624,3.7202911615130896
190.jpg,43.564,45.347900390625,29.58710801981153,6.46875,-1.783900390625,4.09489576399091
202.jpg,44.502,44.25238037109375,28.886794080658998,4.5,0.24961962890625244,0.5609177765184765
201.jpg,44.502,44.15350341796875,27.368715328660986,4.25,0.34849658203125244,0.7831031909380531
200.jpg,44.502,44.1881103515625,26.451336041146376,4.28125,0.31388964843750244,0.7053382958912013
199.jpg,44.502,43.39674377441406,27.79844912701215,5.015625,1.10525622558594,2.4836102323175133
197.jpg,44.502,44.197998046875,27.760119782635805,4.515625,0.30400195312500244,0.6831197544492437
196.jpg,44.502,44.12384033203125,26.56663975827747,4.171875,0.37815966796875244,0.849758815263926
195.jpg,44.502,44.26226806640625,26.823687159439626,4.453125,0.23973193359375244,0.5386992350765188
198.jpg,44.502,43.44525146484375,28.003073407581546,4.953125,1.0567485351562524,2.3746090853360577
203.jpg,49.17,42.23797607421875,22.27572883147154,6.9375,6.932023925781252,14.098075911696666
204.jpg,49.17,42.169189453125,19.95405159111669,6.78125,7.000810546875002,14.237971419310558
205.jpg,49.17,43.01727294921875,40.89811317689801,7.703125,6.152727050781252,12.513172769536816
206.jpg,49.17,43.008941650390625,42.22791579074446,8.078125,6.161058349609377,12.530116635365825
207.jpg,49.17,42.25592041015625,19.653098475394103,7.46875,6.914079589843752,14.061581431449566
208.jpg,49.17,42.17816162109375,20.847605368713907,7.25,6.991838378906252,14.219724179187008
209.jpg,49.17,42.19610595703125,19.173017951123224,7.0,6.973894042968752,14.183229698939906
210.jpg,49.17,42.2110595703125,21.53586596676657,7.078125,6.958940429687502,14.152817632067322
5.jpg,51.691,54.955322265625,22.798546288687376,5.078125,-3.2643222656249975,6.31506890101758
217.jpg,52.449,57.43632507324219,37.67937525589729,4.15625,-4.987325073242189,9.508904027230622
216.jpg,52.449,57.44183349609375,36.09295605646405,4.015625,-4.992833496093752,9.51940646360036
213.jpg,52.449,57.7723388671875,36.7317502176637,3.875,-5.323338867187502,10.14955264578448
214.jpg,52.449,56.616943359375,33.98667106149804,4.09375,-4.167943359375002,7.946659344077108
218.jpg,52.449,57.44183349609375,35.96540503898096,4.140625,-4.992833496093752,9.51940646360036
215.jpg,52.449,56.45379638671875,35.609807944355,4.5625,-4.004796386718752,7.635601034755195
211.jpg,52.449,57.540985107421875,37.02979430190301,4.203125,-5.091985107421877,9.708450318255595
212.jpg,52.449,57.45835876464844,35.916473437111115,4.09375,-5.009358764648439,9.550913772709563
219.jpg,56.566,57.529083251953125,39.23496257894599,4.625,-0.9630832519531225,1.7025832690187082
226.jpg,56.566,57.230255126953125,40.50036870324707,4.75,-0.6642551269531225,1.174301041178663
225.jpg,56.566,54.196319580078125,37.89732257408975,4.828125,2.3696804199218775,4.189231022030685
224.jpg,56.566,60.28623962402344,39.59096588542773,4.890625,-3.720239624023435,6.5768122618241245
220.jpg,56.566,54.17427062988281,38.44559005764206,5.0625,2.39172937011719,4.2282101794667994
222.jpg,56.566,54.266876220703125,37.99334702351738,5.0,2.2991237792968775,4.064497718235119
221.jpg,56.566,54.161041259765625,38.37037385166787,5.0,2.4049587402343775,4.251597673928469
223.jpg,56.566,60.3612060546875,37.680737328099724,4.953125,-3.7952060546874975,6.709341397106915
6.jpg,58.937,59.19268798828125,34.44341836648129,4.46875,-0.2556879882812524,0.4338327167674846
227.jpg,59.068,56.3499755859375,36.41268836875891,4.421875,2.718024414062498,4.601517596774054
228.jpg,59.068,56.3104248046875,34.91613380773512,3.890625,2.757575195312498,4.668475647241312
229.jpg,59.068,55.31640625,37.293488977718894,5.234375,3.751593749999998,6.351313316855147
230.jpg,59.068,55.29435729980469,36.20785650078491,4.796875,3.7736427001953103,6.388641396687395
231.jpg,59.068,56.340087890625,30.993020336895583,4.28125,2.727912109374998,4.618257109390868
232.jpg,59.068,56.21649169921875,35.659855257146255,4.390625,2.851508300781248,4.82750101710105
233.jpg,59.068,56.22637939453125,35.86663309524958,4.296875,2.841620605468748,4.810761504484235
234.jpg,59.068,56.36480712890625,34.78104759662179,4.296875,2.703192871093748,4.576408327848832
242.jpg,59.3,55.613037109375,36.205911924774924,3.859375,3.686962890624997,6.217475363617196
241.jpg,59.3,55.73973083496094,35.282672621450175,3.90625,3.5602691650390597,6.00382658522607
240.jpg,59.3,55.61854553222656,35.76634096503994,3.84375,3.6814544677734347,6.208186286295843
238.jpg,59.3,54.81243896484375,35.504867532347156,4.125,4.487561035156247,7.567556551696876
237.jpg,59.3,55.63507080078125,36.00508623879645,3.90625,3.664929199218747,6.1803190543317825
236.jpg,59.3,55.61854553222656,36.094187613907856,3.859375,3.6814544677734347,6.208186286295843
239.jpg,59.3,54.76300048828125,34.167543601948296,4.203125,4.536999511718747,7.650926663943924
