epoch,amape,loss,val_amape,val_loss
0,12.047568321228027,24.18067169189453,16.005290985107422,30.739578247070312
1,8.232056617736816,15.476365089416504,17.254087448120117,32.758480072021484
2,6.130648612976074,10.904926300048828,21.527610778808594,40.60894775390625
3,5.713839530944824,8.722149848937988,29.53607940673828,62.357852935791016
4,5.0020856857299805,7.712434768676758,33.648990631103516,81.29971313476562
5,4.631752014160156,6.994610786437988,34.5709114074707,87.60932922363281
6,4.3963727951049805,6.37164306640625,35.391597747802734,93.07726287841797
7,4.200489044189453,5.8643012046813965,34.866859436035156,89.81503295898438
8,4.457568645477295,5.442552089691162,34.61568069458008,88.31970977783203
9,3.7640843391418457,5.0822625160217285,35.03020095825195,91.03427124023438
10,3.4390671253204346,4.766221523284912,34.837337493896484,89.64680480957031
11,3.3173913955688477,4.479850769042969,35.409542083740234,93.30069732666016
12,3.0036137104034424,4.23391580581665,35.829524993896484,96.42436981201172
13,3.035598039627075,3.9780256748199463,36.504337310791016,101.56379699707031
14,2.8075051307678223,3.7560839653015137,37.02910232543945,106.06971740722656
15,2.6414389610290527,3.549922466278076,37.747047424316406,113.291259765625
16,2.276522159576416,3.3619303703308105,37.34181594848633,108.64563751220703
17,2.180847644805908,3.1740264892578125,38.05482482910156,115.62881469726562
18,1.962422251701355,3.0031232833862305,38.38898468017578,119.32400512695312
19,2.0430474281311035,2.869147777557373,38.783348083496094,123.80706024169922
20,2.1634128093719482,2.8411059379577637,40.45449447631836,156.58401489257812
21,2.295565128326416,2.653895378112793,41.08515167236328,182.6759033203125
22,1.9597415924072266,2.5042436122894287,41.52573013305664,210.2798309326172
23,1.9675533771514893,2.3482325077056885,41.482425689697266,208.09461975097656
24,1.9073927402496338,2.2277510166168213,41.54330062866211,215.81568908691406
25,1.6302530765533447,2.1141767501831055,41.414276123046875,207.8964385986328
